title,rating,body,author,date,TextBlob_sentiment,Pysentimiento_sentiment,BERT_sentiment
Es de 10 tazas no de 12,"1,0 de 5 estrellas","La descripción es incorrecta sólo tiene 10 tazas y el sabor es aceptable....ahora veremos cuánto dura...ya se ha estropeado, no lo compréis!!! Es un timo, no funciona correctamente, el café sale con posos y no acaba de sacar toda la carga de agua😡",Nya,Revisado en España el 17 de diciembre de 2023,NEU,NEG,NEG
No cumple el plazo de entrega,"1,0 de 5 estrellas","El producto está bien y funciona correctamente, pero la entrega fue a través de Correos y según anunció de Amazon entregaban en el mismo día 1 para clientes Prime de septiembre ya que lo pedí a primera hora de la mañana y terminaron entregando el día 4 de septiembre y eso que soy cliente Prime.
Muy descontento con el sistema de envío.",fran,Revisado en España el 26 de septiembre de 2023,NEU,NEG,NEU
SE SALE EL AGUA,"1,0 de 5 estrellas","Se sale el agua, cuando echas agua para hacer el cafe",MARIA DOLORES LARA ROSALES,Revisado en España el 4 de abril de 2024,NEU,NEU,NEG
Buen precio como cafetera para salir del paso,"1,0 de 5 estrellas","Para 3 tazas y te lo tienes que tomar en el momento, el cafe sale no muy caliente y la función de mantener temperatura es como tener una plancha enchufada",juan carlos benitez moreno,Revisado en España el 29 de enero de 2024,NEU,NEU,NEU
Despues de casi dos meses,"1,0 de 5 estrellas","segunda cafetera que tengo de este modelo, la primera salió defectuosa y la devolví y compre otra de nuevo y ahora esta última la base donde apoya la jarra de cristal se rajó. los de amazon solo la devuelven pero no reemplazan el producto defectuoso, y ahora esta cafetera está casi el doble de precio, por lo que si la compro de nuevo la perjudicada vuelvo a ser yo, ya que pago mas por un producto que su rotura fue ajena a el uso de tres semanas. descontenta con la gestión de amazon ya que no reemplazan el producto.",Cliente Amazon,Revisado en España el 7 de abril de 2023,NEG,NEG,NEG
"Pantalla muy pequeña, un plástico, no es fácil de configurar","1,0 de 5 estrellas","Pantalla muy pequeña , difícil de configurar",eric,Revisado en España el 15 de abril de 2024,NEU,NEG,NEG
Muy mala,"1,0 de 5 estrellas","Una basura

Se sale el agua por todos lados y el café",Tere,Revisado en España el 21 de marzo de 2024,NEU,NEG,NEG
Decepción,"1,0 de 5 estrellas",Esperaba más de la marca y venía rota.,Maru garcia,Revisado en España el 5 de abril de 2024,NEU,NEG,NEG
Cafetera fiasco,"1,0 de 5 estrellas","Me compré esta cafetera por su diseño y marca
Ha sido todo un fiasco
Se me estropeo al mes.de usarla
Y hasta hoy
Sale el café a las dos horas, tiene siempre un ruido y el café sale malísimo
He querido contactar con la empresa cecotec para que me la arreglen y sigo esperando.
Seguro que he tenido mala suerte
Por qué la cafetera se ve genial
Pero no volvería a comprármela.",Nia,Revisado en España el 4 de julio de 2023,NEU,NEG,NEG
Pésima,"1,0 de 5 estrellas",Me empeño en comprar productos de ésta marca por ser españoles pero la calidad es pésima y no se hacen cargo de la garantía legal.,Raquel,Revisado en España el 30 de enero de 2024,POS,NEG,NEG
No vale nada,"1,0 de 5 estrellas","Después de dos meses funcionando, empezó a sacar el agua por debajo de la cafetera.. Amazon te manda al servicio técnico de ceocotec.. El servicio tehnico ni caso te hacen... He abierto una incidencia desde el mes de mayo y nada... DINERO TIRADO ANQUE ESTA EN GARANTÍA.. NO COMPREIS",KRIS,Revisado en España el 12 de octubre de 2023,NEU,NEG,NEG
Dejo de funcionar al mes,"1,0 de 5 estrellas","Dejo de funcionar al mes de recibirlo, y no he podido devolverlo xq el periodo de devolución termino hace 3 días, me ha sorprendido para mal, aunque sea un artículo de segunda mano, vendido por Amazon, se entiende que si lo vende es xq está en buen estado, y no defectuoso, deberían comprobar estas cosas antes de venderlas. Mala experiencia que me obliga a comprar otra cafetera, y no la compraré por Amazon",alba,Revisado en España el 22 de junio de 2023,NEU,NEG,NEG
Muy mal,"1,0 de 5 estrellas",Obsolescencia programada total. A los dos años y diez meses ha hecho caput. Ya no tiene presión para subir el agua y no sale café ni agua. Está totalmente revisada y limpia.. He llamado a cecotec y la única solución que pague reparación y envío…muy descontenta.,Anabel,Revisado en España el 17 de octubre de 2023,NEU,NEG,NEG
Muy endeble,"1,0 de 5 estrellas","Tarda cinco minutos en hacer el café. Quema la carcasa cuando funciona. No se puede tocar por ningún lado mientras está encendido. Sigue saliendo vapor después de apagarla.
Nada recomendable.",Ana María,Revisado en España el 5 de enero de 2024,NEU,NEG,NEG
"Mala, mala, mala","1,0 de 5 estrellas","No ha durado ni un año. A los 10 meses empieza a perder agua el depósito. Contacto con el servicio técnico de Cecotec y todo perfecto, me mandan una nueva. Y sin dar más explicaciones recibo un email para informarme que no tienen stock y que solicite un reembolso a Amazon. Stock hay por que se sigue vendiendo en Amazon. En fin, primera y última vez que compro cosas de esta marca. Mal producto y mal servicio.",Fernando,Revisado en España el 20 de mayo de 2023,NEU,NEG,NEG
Cafetera con funcionamiento defectuoso tras un año,"1,0 de 5 estrellas","Tras un año de uso la cafetera dejó de funcionar bien.
Nunca llega a consumir todo el agua por lo que no acaba de hacerse el café. En la función de café “fuerte” con el depósito lleno de agua no llega a hacer café ni para una taza.
El vendedor me ha remitido a Cecotec y Cecotec me ha cerrado la incidencia sin pedirme nada ni darme explicaciones.
Cecotec nunca más!",Jorge,Revisado en España el 17 de junio de 2023,NEU,NEG,NEG
No calienta bien el café,"1,0 de 5 estrellas","Es muy bonita, pero tristemente no calienta el café como debería, no la devolví a tiempo pero me arrepiento de no haberlo echo porque nunca a calentado bien, el café queda tibio.",Manuel alexander,Revisado en España el 27 de diciembre de 2023,NEU,NEG,NEG
"Cecotec, nunca más","1,0 de 5 estrellas","Al inicio, parecía buena cafetera, café aceptable y la opción de programar que era un plus...
Pero a los dos años y un mes (será casualidad verdad?) empiezan las cosas raras, se pone en modo automático sola ,que te fastidia porque igual la tienes sin agua y piensas que se pueda estropear y vives pendiente de sus ""locuras"" para quitar el programa...descubrí que sin ponerla en hora ya no lo hacía, así que su plus se acabó. Pero al poco tiempo ya llegó el día que ni fu ni fa, pulsas los botones y como el que oye llover... Dos años y dos meses.
No es el primer producto Cecotec que tiene vida propia, devolví un robot aspirador porque le daba por pitar de madrugada sin razón ninguna.
Cecotec nunca más",Estefania,Revisado en España el 3 de junio de 2022,NEU,NEG,NEG
Mala compra,"1,0 de 5 estrellas","No calienta el café, se lo toma uno tibio.",No caliente mucho el café y tampoco dura mucho tiempo encendido.,Revisado en España el 7 de marzo de 2024,NEU,NEG,NEG
No funciona,"1,0 de 5 estrellas","Tras probarla, la luz roja parpadeante que se tiene que quedar fija cuando acaba de hacer cafe, no se queda fija, con lo cual no sabes cuando acaba. Ademas, faltan las instrucciones y solo vino un filtro en vez de dos. Devuelta",Enrique,Revisado en España el 13 de octubre de 2023,NEU,NEG,NEG
Duración de la cafetera un año y medio,"1,0 de 5 estrellas",Al llenar el depósito se sale el agua por debajo,rocio,Revisado en España el 1 de marzo de 2024,NEU,NEG,NEG
Café imbebible,"1,0 de 5 estrellas",Es agua colorada con las dosis recomendadas,roberto,Revisado en España el 10 de marzo de 2024,NEU,NEU,POS
"Sencilla pero completa... durante dos años y medio, luego un pisapapeles","1,0 de 5 estrellas","Buenos días,

-Editado tras dos años y medio de uso-

Tras ése tiempo usándola una vez al día, ha dejado de calentar el agua y no funciona, buscando por internet veo que puede tratarse del termobloque, que al parecer es una pieza que se estropea de forma frecuente en este modelo concreto (se la recomendé a unos amigos y a ellos les duró dos años y un mes, se ve que lo de la tecnología obsoleta lo tienen pero que muy ajustado a la finalización de garantía...), la solución, mandarla al servicio técnico, así que toca buscar otra, pero ya os digo yo que no va a ser de esta marca

Un saludo,
__________________________________________________________________

Buscaba una cafetera para dejar lista gran cantidad de café de golpe para poder llenar el termo y llevarlo al trabajo, cuando llegó me sorprendió que fuese tan fácil de configurar, la opción de programar la hora a la que prepara el café está genial y el poder seleccionar que lo haga más fuerte es un extra. Sinceramente, relación calidad-precio insuperable.

Un saludo,",Andony,Revisado en España el 13 de enero de 2021,NEU,NEG,NEG
Apenas ha durado un año y el fabricante no responde Servicio pésimo!!,"1,0 de 5 estrellas","Después de un año utilizando la cafetera, esta tarda más de 10minutos en terminar de hacer el café.
He intentado en varias ocasiones contactar con el fabricante a través del Link de Amazon y no hay respuesta. Producto muy malo y Soporte del fabricante pésimo.
Actuando así, pueden dar todos los años que quieran de garantía, si no responden lo mismo les da.",Cliente Amazon,Revisado en España el 21 de junio de 2023,NEU,NEG,NEG
Se ha estropeado en un mes y ya no estaba en plazo para devolver,"1,0 de 5 estrellas","la compré exactamente el 8 de julio, así que me ha durado un mes. No sabemos la causa pero de un día para otro ha dejado de hacer café. desde luego no la recomiendo para nada.
No compré una cafetera mas barata confiando en la calidad y he tirado el dinero.",Nuria López Capa,Revisado en España el 6 de agosto de 2023,NEU,NEG,NEG
Rota a la primera utilización,"1,0 de 5 estrellas","Tuve que delvolverla porque el vidrio ya estaba roto, muy frágil!",Antoine,Revisado en España el 21 de febrero de 2024,NEU,NEG,NEG
Pierde agua por la base,"1,0 de 5 estrellas",Hace año y medio que la tengo y pierde agua por la base. Intento varias veces rellenar el formulario de soporte técnico con todos los datos que piden y no hay manera. Desde luego no pienso volver a comprar nada de esta marca.,Javier Alvarez,Revisado en España el 31 de agosto de 2023,NEG,NEG,NEG
Mal,"1,0 de 5 estrellas","Coge tanta temperatura que quema el café.. Ya da cierto aroma a quemado cuando está haciéndose y también al beber un regustillo similar, no entiendo por qué le ponen tanta potencia a éstos aparatos... El café es muy delicado y un auténtico arte hacerlo bien, necesita tiempo y cariño para lograrlo ¿que sentido tiene hacer una cafetera con mucha potencia? Sólo conseguirás que salga el café rápido y sabor a quemado, fin",pablo ulloa rodriguez,Revisado en España el 29 de marzo de 2023,NEU,NEU,NEG
No es la de la imagen,"1,0 de 5 estrellas","Vaya mamarracho, la he comprado para un regalo y cuando la he abierto vaya chasco, no es igual que la de la imagen, no pone cecotec sino cumbia. Parece una cafetera de Ali express. No sé como hará el café pero de primeras no me ha gustado. La caja me ha venido con un segundo precinto, de alguien que la devolvería... Un poco cutre. No estoy acostumbrada a estas cosas por parte de Amazon.",María Isabel,Revisado en España el 12 de marzo de 2023,NEU,NEG,NEG
UN DESASTRE,"1,0 de 5 estrellas","Comprada en Julio de este año, primero se rompió el tapon de seguridad que hace que puedas quitar la jarra mientras estas haciendo café y que no caiga agua. Esto sucedio porque cada vez que ponias la jarra tocaba este tapon hasta que al final se rompió. El ultimo dia que hice café tardó mas tiempo del habitual en hacerlo aunque no le di importancia. Hoy he vuelto a hacer cafe y solo se oye hervir el agua pero no llega donde se encuentra el café y por lo tanto no cae nada en la jarra, lo dicho. UN DESASTRE",Fco Ruiz Obiol,Revisado en España el 27 de septiembre de 2022,NEU,NEG,NEG
No sale agua,"1,0 de 5 estrellas",Un timo a los 6 meses ya no sale agua y eso que nunca le pusimos del grifo siempre mineral no hay excusas por la cal .,Pocho,Revisado en España el 2 de noviembre de 2023,NEU,NEG,NEG
Artículo defectuoso y muchas dificultades para su devolución,"1,0 de 5 estrellas","Tras largas esperas en que contestasen a mi llamada telefónica por parte de Cecotec, la unica contestación fue que tenía que devolver el producto por deficiencias. Tuve que recurrir a Amazon para que me facilitasen la forma de develverlo. Ya está en Correos, mi intención era cambiarlo, pero según creo entender me devolveran el importe. Esperare acontecimientos. Una verdadera pena que núnca crei que me sucediese tratandose de Amazon. Así que como décimos los gallegos ""ESTOU MOI PERO QUE MOI ENCABUXADO"".",Xosé Manoel Gómez Vázquez,Revisado en España el 4 de enero de 2023,NEU,NEG,NEG
